Filename,AvgHeight,AvgWidth,StrokeWidth,BaselineAngle,LineSpacing,WordSpacing,Connectivity,HeightConsistency,TextDensity,SlantAngle,IsAligned,StrokeConsistency,IrregularLetterSize,SmoothCurves,PrimaryStyle,PrimaryConfidence
125-0.png,33.5327102803738,48.188679245283,3.251886,-0.0623907869127254,72.2777777777778,20,0.00169472733896131,0.654574222759811,0.0763323425727518,59.3038149845106,1,0.1523208,0.581915679976866,0.7688892,cursive,0.265525817609521
125-1.png,36.873786407767,53.3960396039604,3.21756,-0.974150549871585,72.1,29.5,0.00153795616078361,0.617398715649728,0.0815617715617716,0,1,0.1396967,0.645975936118765,0.7695623,neat,0.21581680965805
125-2.png,35.639175257732,47.15625,3.137809,-0.0711127907109178,72.125,19.6666666666667,0.00185585551112557,0.590474241209178,0.0638107716709193,-58.5602268794323,1,0.1509875,0.604305562345857,0.763646,cursive,0.263576574048336
259-1.png,26.3511904761905,37.6144578313253,2.958746,-0.00417031308480897,70.8636363636364,31,0.00207614157074237,0.474818365894812,0.0911916597624965,58.8148109411669,1,0.1746234,0.652821894082414,0.7799098,cursive,0.265590072312915
272-1.png,34.6797385620915,35.4900662251656,3.00123,-0.00207138823603087,71.75,44.5,0.0018953940685315,0.582466062120492,0.0937452391028354,58.6146186366215,1,0.1572184,0.591710001022329,0.7740534,cursive,0.263150368722851
415-1.png,32.8349514563107,56.2549019607843,2.903557,-0.0187297251365392,72.4,47,0.00142568446696011,0.586879069466742,0.0806989067006506,0,1,0.1785361,0.572035302478267,0.7615506,neat,0.211200752350337
415-2.png,31.2022471910112,57.8089887640449,2.905236,-0.011371151273116,72.2222222222222,32.5,0.0016751665860105,0.570557984923416,0.0662538699690402,-0.2,1,0.1616497,0.534109509252163,0.7702522,neat,0.212534606725125
415-3.png,32.4343434343434,58.0918367346939,2.855055,1.69325863395303,68.4090909090909,53.5,0.00161256169270112,0.551514410315574,0.0707969639468691,-0.2,1,0.1652915,0.580560513195626,0.7680139,neat,0.211554035790423
415-4.png,31.1428571428571,53.0873786407767,2.854178,-0.100949982387848,72.3,73,0.00189308572973948,0.528976225831253,0.0654687393001438,-0.1,1,0.1595627,0.595739586127161,0.7689103,neat,0.212178670305633
415-5.png,28.4087591240876,44.5661764705882,2.817153,0.0428921993657596,72.45,38,0.0020746887966805,0.5130049313487,0.0760999382249983,0,1,0.1577237,0.737568792771552,0.7708692,neat,0.213137116415781
415-6.png,34.1864406779661,46.1810344827586,2.83631,-0.0268193793334813,72.3,44,0.0019441789962764,0.569977550407517,0.071084601672837,59.6322361112097,1,0.1568923,0.546848020117724,0.7716528,cursive,0.265518779453737
561-1.png,31.1702127659574,31.8387096774194,3.033935,-5.23651334759828,72.75,29,0.00200811792352062,0.577094311980223,0.0513876490573579,-51.5803770032855,1,0.1630241,0.805501954767061,0.7637923,cursive,0.246487755729329
575-0.png,31.968,26.256,3.030031,3.50570273554081,63.125,47,0.00367279779044485,0.511045759298224,0.0422255013750084,-53.0433212007983,1,0.1410271,0.654472536939832,0.7704657,cursive,0.249068684113822
586-2.png,20.9878048780488,39.2560975609756,2.934114,4.28963340934306,69.5833333333333,35,0.00285276927358753,0.548714186943048,0.0342142330136159,59.7649369215824,1,0.1406814,0.70728526178145,0.7687844,cursive,0.272261650435621
612-0.png,15.5267857142857,24.0266666666667,2.574644,-6.57492977948633,86.75,17,0.00717346452943977,0.524699647293208,0.0392805276130837,-0.6,1,0.1447355,0.634403126931939,0.7725145,neat,0.233914780381768
614-0.png,19.3705882352941,26.577380952381,2.722698,-0.0356904229881859,74.2222222222222,40,0.00515013703581002,0.535214803680251,0.0412368368099805,-59.0545134423635,1,0.1432532,0.626914438591474,0.7707807,cursive,0.272418535700319
